,id,주류,중분류,주류명,생산국가,생산자/제조사,포도품종,주원료,용량,도수,음용온도,추천음식,특징,당도,바디,산도,타닌,맛
246,247,와인,레드,판티니 까살레 베끼오 몬테풀치아노 다브루쪼,이탈리아,판티니 그룹 Fantini Group,몬테풀치아노 (Montepulciano) 100%,,750,14.0,16~18 ℃,그레이비 소스의 닭안심고르곤졸라 크림소스의 쇠고기 안심 파스타 등과 잘 어울린다.,,1.0,3.0,4.0,4.0,바디 산도 타닌 
247,248,와인,화이트,"도멘 마뜨노 말라흐, 부르고뉴 오뜨 꼬뜨 드 본 블랑",프랑스,도멘 마뜨노 말라흐 Domaine Martenot Mallard,샤르도네 (Chardonnay) 100%,,750,13.0,8~10 ℃,None,,1.0,3.0,2.0,1.0,바디 산도 
248,249,와인,레드,"도미누스 에스테이트, 도미누스",미국,도미누스 이스테이트 Dominus Estate,"카베르네 소비뇽 (Cabernet Sauvignon) 83%, 카베르네 프랑 (Cabernet Franc) 9%, 메를로 (Merlot) 5%, 쁘띠 베르도 (Petit Verdot) 3%",,750,13.0,16~18 ℃,"비프 스테이크, 양고기 바베큐, 오리 꽁피 등과 잘 어울린다.",,1.0,3.0,5.0,5.0,바디 산도 타닌 
249,250,와인,레드,"로르나노, 키안티 클라시코 레제르바 '레 반디트'",이탈리아,파토리아 로르나노 Fattoria Lornano,산지오베제 (Sangiovese) 100%,,750,14.0,16~18 ℃,"오일 베이스 파스타, 트러플 요리 등 향이 진한 음식, 육향이 진한 스테이크 그리고 치즈 등과 잘 어울린다.",,1.0,4.0,4.0,3.0,바디 산도 타닌 
250,251,와인,레드,"로버트 몬다비, 까베르네 소비뇽 리저브",미국,로버트 몬다비 Robert Mondavi,"카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot)",,750,14.0,17~19 ℃,어울리는 음식은 파스타를 비롯한 다양한 음식에 모두 다 잘 어울린다.,,1.0,4.0,5.0,5.0,바디 산도 타닌 
251,252,와인,레드,"바틱, 메를로",슬로베니아,바틱 Batic,메를로 (Merlot) 100%,,750,13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 불고기, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.",,1.0,3.0,4.0,2.0,바디 산도 타닌 
252,253,와인,레드,샤또 데 뚜르 그랑드 리저브 꼬뜨 뒤 론,프랑스,샤또 하야스 Chateau Rayas,블렌드 (Blend ),,750,14.0,16~19 ℃,"양고기, 파스타, 갈비, 바베큐, 치즈, 살라미 등과 잘 어울린다.",,1.0,3.0,3.0,3.0,바디 산도 타닌 
253,254,와인,화이트,샤토 디켐,프랑스,샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur,"세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)",,750,13.0,8~10 ℃,"푸아그라, 블루 치즈, 초콜렛 등과 잘 어울린다.",,5.0,4.0,5.0,1.0,당도 바디 산도 
254,255,와인,스파클링,"샴페인 드라피에, 콰투아",프랑스,샴페인 드라피에 Champagne Drappier,"아르반 (Arbanne) 25%, 쁘띠 메슬리에 (Petit Meslier ) 25%, 피노 블랑 (Pinot Blanc) 25%, 샤르도네 (Chardonnay) 25%",,750,12.0,6~8 ℃,"알리오 올리오 파스타, 송아지 카르파쵸, 연어 스테이크, 치즈 등과 잘 어울린다.",,1.0,5.0,3.0,1.0,바디 산도 
255,256,와인,스파클링,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 꿰르 드 메닐",프랑스,샴페인 미쉘 고네 Michel Gonet & Fils,샤르도네 (Chardonnay) 100%,,750,12.0,8~10 ℃,None,,1.0,4.0,2.0,1.0,바디 산도 
256,257,와인,화이트,섭스턴스 소비뇽 블랑,미국,하우스 오브 스미스 House of Smith,소비뇽 블랑 (Sauvignon Blanc),,750,13.0,10~12 ℃,"회, 스시, 연어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",,1.0,3.0,4.0,1.0,바디 산도 
257,258,와인,레드,"슈미트 숀, 돈펠더 라인헤센",독일,슈미트 숀 Schmitt Sohne,돈펠더 (Dornfelder),,750,9.0,6~8 ℃,"육류, 매콤한 한국음식 등과 잘 어울린다.",,3.0,4.0,2.0,3.0,당도 바디 산도 타닌 
258,259,와인,레드,"스프링필드, 워크 오브 타임",남아프리카,스프링필드 에스테이트 Springfield Estate,"메를로 (Merlot) 40%, 카베르네 프랑 (Cabernet Franc) 23%, 카베르네 소비뇽 (Cabernet Sauvignon) 21%, 쁘띠 베르도 (Petit Verdot) 16%",,750,13.5,16~18 ℃,치즈 및 육류와 잘 어울린다.,,1.0,3.0,4.0,3.0,바디 산도 타닌 
259,260,와인,레드,"실버 오크, 알렉산더 밸리 까베르네 소비뇽",미국,실버 오크 Silver Oak Winery,"카베르네 소비뇽 (Cabernet Sauvignon) 98%, 메를로 (Merlot) 2%",,750,13.0,16~18 ℃,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈 등과 잘 어울린다.",,1.0,3.0,5.0,5.0,바디 산도 타닌 
260,261,와인,화이트,"아리온, 모스카토 다스티",이탈리아,아리오네 Arione,모스카토 (Moscato ) 100%,,750,5.0,8~10 ℃,"초콜렛 케익, 푸레쉬한 과일, 비스켓 등 디저트와 잘 어울리는 와인이다.",,4.0,2.0,2.0,1.0,당도 바디 산도 
261,262,와인,화이트,"아마이나, 가든 블렌드 화이트",칠레,아마이나 Amayna,"리슬링 (Riesling) , 루산느 (Roussanne) , 비오니에 (Viognier) , 소비뇽 그리 (Sauvignon Gris)",,750,13.0,8~10 ℃,"생선, 해산물과 잘 어울린다.",,1.0,3.0,2.0,1.0,바디 산도 
262,263,와인,레드,"엘레베, 시라 그르나슈",프랑스,엘레베 Eleve,"시라/쉬라즈 (Syrah/Shiraz) 50%, 그르나슈 (Grenache) 50%",,750,13.0,15~17 ℃,"소고기, 바비큐 요리, 파스타, 초콜릿이 들어간 디저트류 등과 잘 어울린다.",,1.0,3.0,3.0,3.0,바디 산도 타닌 
263,264,와인,화이트,이그렉 디켐,프랑스,샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur,"세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)",,750,13.0,8~10 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",,1.0,4.0,4.0,1.0,바디 산도 
264,265,와인,레드,"이노바투스, 카베르네 소비뇽 나파밸리",미국,이노바투스 Innovatus,카베르네 소비뇽 (Cabernet Sauvignon) 100%,,750,14.0,16~18 ℃,"불고기, 토마호크 스테이크, 갈비와 잘 어울린다.",,1.0,3.0,4.0,3.0,바디 산도 타닌 
265,266,와인,레드,"이모스, 나파 리저브 카베르네 소비뇽",미국,이모스 Emos,카베르네 소비뇽 (Cabernet Sauvignon),,750,14.0,16~18 ℃,"비프부르기뇽, 소고기찜, 스테이크 등과 잘 어울린다.",,1.0,2.0,4.0,5.0,바디 산도 타닌 
266,267,와인,레드,"이모스, 카베르네 프랑",미국,이모스 Emos,"카베르네 프랑 (Cabernet Franc) 80%, 메를로 (Merlot) 20%",,750,15.0,16~18 ℃,레드와인에 절인 소고기요리와 잘 어울린다.,,1.0,2.0,3.0,4.0,바디 산도 타닌 
267,268,와인,화이트,"콩스가르드, 더 저지 샤르도네",미국,콩스가르드 Kongsgaard,샤르도네 (Chardonnay) 100%,,750,14.0,10~12 ℃,"담백한 닭고기 메뉴, 생선이나 흰색의 육류로 만들어진 모든 음식 등과 잘 어울린다.",,1.0,3.0,4.0,1.0,바디 산도 
268,269,와인,스파클링,"크룩, 빈티지 브뤼",프랑스,크룩 Krug,"샤르도네 (Chardonnay) , 피노 누아 (Pinot Noir) , 피노 뮈니에 (Pinot Meunier)",,750,12.0,8~10 ℃,"파인애플을 곁들인 카라멜 키조개 관자구이와 양넘이 첨가된 소스, 풍미가 가득한 그래비, 스쿼브, 야태나 시트러스 과일이 들어간 콩피 등 자극적 양념이 첨가된 음식과 어울린다. 구운 과일(바나나, 복숭아, 시트러스 과일)로 만든 디저트와는 최상의 궁합을 이룬다.",,1.0,5.0,4.0,1.0,바디 산도 
269,270,와인,스파클링,"크룩, 컬렉션",프랑스,크룩 Krug,"피노 누아 (Pinot Noir) , 샤르도네 (Chardonnay) , 피노 뮈니에 (Pinot Meunier)",,750,12.0,8~10 ℃,"버섯 리조또, 트러플, 오리고기, 디저트, 치즈 등과 잘 어울린다.",,1.0,4.0,3.0,1.0,바디 산도 
270,271,와인,스파클링,"크룩, 클로 뒤 메닐 블랑 드 블랑 브뤼",프랑스,크룩 Krug,샤르도네 (Chardonnay),,750,12.0,8~10 ℃,"생선, 갑각류, 관자요리, 참치 카르파치오, 심지어 육류와도 잘 어울린다.",,1.0,4.0,2.0,1.0,바디 산도 
271,272,와인,레드,"텍스트북, '팡 드 주네' 나파 까베르네 소비뇽",미국,텍스트북 Textbook,"카베르네 소비뇽 (Cabernet Sauvignon) 88%, 카베르네 프랑 (Cabernet Franc) 12%",,750,13.3,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",,1.0,3.0,4.0,4.0,바디 산도 타닌 
272,273,와인,레드,"톤토니아, 그랑 리제르바",스페인,비나 톤도니아 Vina Tondonia,"템프라니요 (Tempranillo) 75%, 가르나차 (Garnacha) 15%, 마주엘로 (Mazuelo) , 그라시아노 (Graciano) 10%",,750,12.0,15~17 ℃,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.",,1.0,3.0,5.0,4.0,바디 산도 타닌 
273,274,와인,레드,"톤토니아, 리제르바",스페인,비나 톤도니아 Vina Tondonia,"템프라니요 (Tempranillo) 75%, 가르나차 (Garnacha) 15%, 마주엘로 (Mazuelo) , 그라시아노 (Graciano) 10%",,750,12.5,16~18 ℃,"베이컨, 하몽, 살라미, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",,1.0,3.0,5.0,4.0,바디 산도 타닌 
274,275,와인,레드,"트라피체, 이스까이 시라 비오니에",아르헨티나,트라피체 Trapiche,"시라/쉬라즈 (Syrah/Shiraz) 97%, 비오니에 (Viognier) 3%",,750,14.0,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",,1.0,3.0,5.0,4.0,바디 산도 타닌 
275,276,와인,화이트,"파토리아 파가노, 팔랑기나",이탈리아,파토리아 파가노 Fattoria Pagano,팔랑기나 (Falanghina),,750,12.0,10~12 ℃,"식전주로 아주 적당한 화이트 와인이며, 해산물 파스타, 해산물 샐러드 등과 잘 어울린다.",,1.0,4.0,2.0,1.0,바디 산도 
276,277,와인,스파클링,판티니 그랑 뀌베 비앙코 스와로브스키,이탈리아,판티니 그룹 Fantini Group,코코촐라 (Cococciola),,750,12.0,6~8 ℃,"아페리티프, 다양한 음식과 매칭이 좋고, 특히 해산물 요리 등과 잘 어울린다.",,1.0,3.0,2.0,1.0,바디 산도 
277,278,와인,레드,"팔메이어, 제이슨 레드 와인",미국,팔메이어 Pahlmeyer,"카베르네 소비뇽 (Cabernet Sauvignon) 83.5%, 메를로 (Merlot) 4%, 카베르네 프랑 (Cabernet Franc) 9.5%, 말벡 (Malbec) 2.5%, 쁘띠 베르도 (Petit Verdot) 5%",,750,14.0,16~18 ℃,주로 육류 메뉴와 잘 어울리는 와인이며 특히 소고기와 잘 어울리는 와인이다.,,1.0,3.0,5.0,4.0,바디 산도 타닌 
278,279,와인,레드,"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노",이탈리아,프레스코발디 Frescobaldi,산지오베제 (Sangiovese) 100%,,750,14.0,16~18 ℃,"닭 요리, 포크 바베큐 립, 파스타, 체다 치즈 등과 잘 어울린다.",,1.0,3.0,4.0,4.0,바디 산도 타닌 
279,280,와인,레드,"피오 체사레, 오르나토 바롤로",이탈리아,피오 체사레 Pio Cesare,네비올로 (Nebbiolo) 100%,,750,14.0,16~18 ℃,"송로 버섯 요리, 송아지 고기, 사슴 고기",,1.0,4.0,4.0,4.0,바디 산도 타닌 
280,281,와인,레드,후안 길 에이틴 메세스,스페인,보데가스 이호스 드 후안 질 Bodegas Hijos de Juan Gil,"모나스트렐 (Monastrell) 60%, 카베르네 소비뇽 (Cabernet Sauvignon) 30%, 시라/쉬라즈 (Syrah/Shiraz) 10%",,750,15.5,16~18 ℃,"붉은 육류, 스테이크, 그릴요리, 소시지, 불고기, 갈비찜, 양념갈비, 한국음식 등 과 잘 어울린다.",,1.0,3.0,5.0,4.0,바디 산도 타닌 
281,282,와인,레드,까로,아르헨티나,카로 [보데가스 카로] Caro [Bodegas Caro],"말벡 (Malbec) , 카베르네 소비뇽 (Cabernet Sauvignon)",,750,14.0,16~18 ℃,"소스 곁들여진 고기 요리, 약간 매운 음식, 파스타, 초콜릿 케이크와 잘 어울린다.",,1.0,2.0,5.0,5.0,바디 산도 타닌 
282,283,와인,레드,"마르께스 데 리스칼, 프랭크 게리 셀렉션",스페인,마르께스 데 리스칼 Marques de Riscal,템프라니요 (Tempranillo) 100%,,750,14.0,15~17 ℃,"양갈비, 양고기, 소고기, 스테이크, 갈비, 불고기, 하몽, 말린과일, 중국요리, 한국음식 과 잘 어울린다.",,1.0,4.0,5.0,5.0,바디 산도 타닌 
283,284,와인,레드,"바타시올로, 바롤로 '체레퀴오'",이탈리아,바타시올로 Batasiolo [Beni di Batasiolo],네비올로 (Nebbiolo) 100%,,750,14.5,16~18 ℃,"붉은 육류 스테이크, 송아지 고기, 향이 강한 치즈 등과 잘 어울어진다.",,1.0,4.0,4.0,5.0,바디 산도 타닌 
284,285,와인,레드,"이모스, 나파 에스테이트 카베르네 소비뇽",미국,이모스 Emos,"카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot)",,750,14.0,16~18 ℃,"세이지, 타임 등 살짝 스파이시한 재료를 넣은 돼지고기와 송아지고기 투르트 요리와 잘 어울린다.",,1.0,3.0,4.0,4.0,바디 산도 타닌 
285,286,와인,레드,"이모스, 비노 델 프로덕터",미국,이모스 Emos,"산지오베제 (Sangiovese) , 메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc) , 카베르네 소비뇽 (Cabernet Sauvignon)",,750,14.0,16~18 ℃,"가지, 토마토, 블랙 올리브 등으로 요리한 카포나타 등과 잘 어울린다.",,1.0,3.0,3.0,3.0,바디 산도 타닌 
286,287,와인,레드,인시그니아,미국,조셉 펠프스빈야드 Joseph Phelps Vineyards,"카베르네 소비뇽 (Cabernet Sauvignon) 84%, 쁘띠 베르도 (Petit Verdot) 10%, 메를로 (Merlot) 3%, 말벡 (Malbec) 3%",,750,14.5,16~18 ℃,"가금류 고기 구이, 스테이크, 버섯구이, 치즈 등과 잘 어울린다.",,1.0,3.0,5.0,5.0,바디 산도 타닌 
287,288,와인,레드,"자이언트 스텝스, 코어리버 밸리 페이탈 쇼어",호주,자이언트 스텝스 Giant Steps,피노 누아 (Pinot Noir),,750,13.0,14~16 ℃,None,,1.0,3.0,2.0,2.0,바디 산도 타닌 
288,289,와인,스파클링,"파스칼 도께, 꾀르 드 떼루아 프르미에 크뤼 레 몽 에메 블랑 드 블랑",프랑스,파스칼 도께 Pascal Doquet,샤르도네 (Chardonnay) 100%,,750,13.0,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",,1.0,5.0,3.0,1.0,바디 산도 
289,290,와인,레드,"파인 릿지, 스택스 립 디스트릭트 까베르네 소비뇽",미국,파인 릿지 빈야드 Pine Ridge Vineyards,"카베르네 소비뇽 (Cabernet Sauvignon) , 쁘띠 베르도 (Petit Verdot) , 말벡 (Malbec)",,750,14.0,17~19 ℃,"소고기 스테이크, 스튜요리, 숙성 치즈 등과 잘 어울린다.",,1.0,3.0,5.0,5.0,바디 산도 타닌 
290,291,와인,레드,고스트 파인 피노 누아,미국,루이 마티니 Louis M. Martini,피노 누아 (Pinot Noir) 100%,,750,13.0,15~17 ℃,"구운치킨, 돼지고기 등과 잘 어울린다.",,1.0,4.0,3.0,2.0,바디 산도 타닌 
291,292,와인,스파클링,돔 페리뇽 P2,프랑스,모엣 샹동 Moet & Chandon,샹파뉴 블렌드 (Champagne Blend),,750,12.0,8~10 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",,1.0,4.0,3.0,1.0,바디 산도 
292,293,와인,스파클링,"루이 로드레, 크리스탈",프랑스,루이 로드레 Louis Roederer,"피노 누아 (Pinot Noir) 55%, 샤르도네 (Chardonnay) 45%",,750,11.0,8~10 ℃,"해산물, 치킨, 치즈 등과 잘 어울린다.",,1.0,4.0,4.0,1.0,바디 산도 
293,294,와인,화이트,"리비오 펠루가, 테레 알테",이탈리아,리비오 펠루가 Livio Felluga,"베르두초 프리울라노 (Verduzzo Friulano) , 피노 비앙코 (Pinot Bianco) , 소비뇽 블랑 (Sauvignon Blanc)",,750,13.0,10~12 ℃,"생선요리와 가장 잘 어울리며, 야채 리조또, 흰 육류, 치즈와도 잘 어울린다",,1.0,3.0,4.0,1.0,바디 산도 
294,295,와인,레드,몰리두커 카니발 오브 러브,호주,몰리두커 Mollydooker,시라/쉬라즈 (Syrah/Shiraz) 100%,,750,15.0,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 숙성치즈, 한국음식 과 잘 어울린다.",,2.0,3.0,5.0,5.0,당도 바디 산도 타닌 
295,296,와인,스파클링,"발비 소프라니, 브라케토 다퀴",이탈리아,카페타 [프란체스코 카페타 - 발비 소프라니] Capetta [Francesco Capetta - Balbi Soprani],브라케토 (Brachetto) 100%,,750,6.5,6~8 ℃,"아몬드, 헤이즐럿, 디저트류나 딸기, 라즈베리,피스타치오 등의 너트류와 잘 어울린다.",,4.0,1.0,3.0,1.0,당도 산도 
296,297,와인,레드,"비네티 자부, 일빠소",이탈리아,비네티 자부 Vigneti Zabu,"네로 다볼라 (Nero d'Avola) 50%, 네렐로 마스칼레제 (Nerello Mascalese) 50%",,750,13.0,16~18 ℃,"버섯/마늘 소스의 양고기, 소고기 필레, 포트 주처럼 모든 종류의 치즈와 환상적인 궁합을 이룬다.",,1.0,3.0,4.0,3.0,바디 산도 타닌 
297,298,와인,레드,샤또 무똥 로칠드,프랑스,샤또 무똥 로칠드 Chateau Mouton Rothschild,"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot)",,750,13.0,16~18 ℃,"기름진 등심 스테이크, 안심, 푸아그라, 양념을 한 육류 요리, 탕수육, 라구 파스타 등과 잘 어울린다.",,1.0,4.0,5.0,4.0,바디 산도 타닌 
298,299,와인,레드,알마비바,칠레,비냐 알마비바 Vina Almaviva,"카베르네 소비뇽 (Cabernet Sauvignon) , 카르메네르 (Carmenere) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot) , 메를로 (Merlot)",,750,14.0,16~18 ℃,"그릴에 구운 육류, 스테이크, 양갈비, 꽁떼 치즈 등과 잘 어울린다.",,1.0,3.0,5.0,5.0,바디 산도 타닌 
299,300,와인,화이트,오이스터 베이 소비뇽 블랑,뉴질랜드,오이스터 베이 Oyster Bay,소비뇽 블랑 (Sauvignon Blanc) 100%,,750,13.0,10~12 ℃,"겨울철 생굴, 사계절 굴 요리 등과 잘 어울린다.",,1.0,3.0,2.0,1.0,바디 산도 
300,301,와인,레드,오퍼스 원,미국,오퍼스 원 Opus One,"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot) , 말벡 (Malbec)",,750,14.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",,1.0,3.0,5.0,4.0,바디 산도 타닌 
301,302,와인,화이트,"이모스, 리슬링",미국,이모스 Emos,리슬링 (Riesling),,750,12.0,6~8 ℃,"올리브오일, 마늘, 블랙 올리브로 만든 알리오 올리오와 잘 어울린다.",,2.0,2.0,3.0,1.0,당도 바디 산도 
302,303,와인,화이트,"이모스, 샤도네이",미국,이모스 Emos,샤르도네 (Chardonnay),,750,14.0,10~12 ℃,"광어, 연어와 같은 신선한 회 그리고 연어구이, 훈제연어, 삽겹살, 보쌈과 같은 돼지고기와 치킨이나 오일 파스타 등과 잘 어울린다.",,1.0,3.0,4.0,1.0,바디 산도 
303,304,와인,화이트,파이니스트 샤블리 프리미에 크뤼,프랑스,테스코 파이니스트 Tesco Finest,샤르도네 (Chardonnay) 100%,,750,12.5,10~12 ℃,"연어, 조개구이, 치킨 마늘구이, 칠면조, 아스파라거스 요리등과 함께 하면 좋다.",,1.0,4.0,3.0,1.0,바디 산도 
304,305,와인,스파클링,판티니 그랑 뀌베 로제 스와로브스키,이탈리아,판티니 그룹 Fantini Group,알리아니코 (Aglianico) 100%,,750,12.0,6~8 ℃,"아페리티프, 아시아 음식, 전채요리 등과 잘 어울린다.",,1.0,3.0,3.0,1.0,바디 산도 
